batch,instance,budget,completion_rows,checkpoint,method,seed,exact_repeat,method_objective,exact_objective,delta_vs_exact,outcome
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,greedy_4,2,2,64.0,58.0,6.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,greedy_10,0,0,62.0,58.0,4.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,greedy_10,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,greedy_10,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,qaia_50_4,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,qaia_50_4,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,qaia_50_4,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,qaia_200_10,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,qaia_200_10,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,qaia_200_10,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,greedy_4,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,greedy_4,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,greedy_4,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,greedy_10,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,greedy_10,1,1,76.0,,,method_only
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,1.0,greedy_10,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,qaia_50_4,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,qaia_50_4,1,1,75.0,76.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,qaia_50_4,2,2,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,qaia_200_10,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,qaia_200_10,1,1,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,qaia_200_10,2,2,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,greedy_4,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,greedy_4,1,1,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,greedy_4,2,2,72.0,76.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,greedy_10,0,0,72.0,76.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,greedy_10,1,1,75.0,76.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,10.0,greedy_10,2,2,77.0,76.0,1.0,exact
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,qaia_50_4,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,qaia_50_4,1,1,75.0,76.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,qaia_50_4,2,2,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,qaia_200_10,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,qaia_200_10,1,1,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,qaia_200_10,2,2,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,greedy_4,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,greedy_4,1,1,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,greedy_4,2,2,72.0,76.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,greedy_10,0,0,72.0,76.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,greedy_10,1,1,75.0,76.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,30.0,greedy_10,2,2,77.0,76.0,1.0,exact
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,qaia_50_4,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,qaia_50_4,1,1,75.0,76.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,qaia_50_4,2,2,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,qaia_200_10,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,qaia_200_10,1,1,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,qaia_200_10,2,2,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,greedy_4,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,greedy_4,1,1,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,greedy_4,2,2,72.0,76.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,greedy_10,0,0,72.0,76.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,greedy_10,1,1,75.0,76.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,60.0,greedy_10,2,2,77.0,76.0,1.0,exact
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,qaia_50_4,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,qaia_50_4,1,1,75.0,76.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,qaia_50_4,2,2,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,qaia_200_10,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,qaia_200_10,1,1,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,qaia_200_10,2,2,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,greedy_4,0,0,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,greedy_4,1,1,73.0,76.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,greedy_4,2,2,72.0,76.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,greedy_10,0,0,72.0,76.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,greedy_10,1,1,75.0,76.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N24_C6,120.0,vehicle,120.0,greedy_10,2,2,77.0,76.0,1.0,exact
